Verdict,Speaker,Text,Speaker_title,Speaker_party,File_id,Sentence_id,Length,Line_number,Sentiment,Checked? ,CNN,Reuters,AP News,NYT,Atlantic,Politifact,WashPost,Fact Check,times fact-checked
-1,Obama,We also had to make sure that Moammar Gadhafi didn't stay there.,President,DEMOCRAT,2012-10-22.txt,27103,12,243,-0.351701,0,0,0,0,0,0,0,0,0,0
1,Obama,"And to the governor's credit, you supported us going into Libya and the coalition that we organized.",President,DEMOCRAT,2012-10-22.txt,27104,17,244,0,0,0,0,0,0,0,0,0,0,0
1,Obama,"But when it came time to making sure that Gadhafi did not stay in power, that he was captured, Governor, your suggestion was that this was mission creep, that this was mission muddle.",President,DEMOCRAT,2012-10-22.txt,27105,33,245,-0.508931,1,0,0,0,1,0,0,0,0,1
-1,Obama,And so we were going to make sure that we finished the job.,President,DEMOCRAT,2012-10-22.txt,27108,13,248,0.415954,0,0,0,0,0,0,0,0,0,0
-1,Obama,That's part of the reason why the Libyans stand with us.,President,DEMOCRAT,2012-10-22.txt,27109,11,249,-0.20357,0,0,0,0,0,0,0,0,0,0
-1,Obama,"But we did so in a careful, thoughtful way, making certain that we knew who we were dealing with, that those forces of moderation on the ground were ones that we could work with, and we have to take the same kind of steady, thoughtful leadership when it comes to Syria.",President,DEMOCRAT,2012-10-22.txt,27110,51,250,0.755996,0,0,0,0,0,0,0,0,0,0
-1,Obama,That's exactly what we're doing.,President,DEMOCRAT,2012-10-22.txt,27111,5,251,0.496684,0,0,0,0,0,0,0,0,0,0
-1,Romney,I don't want to have our military involved in Syria.,Governor,REPUBLICAN,2012-10-22.txt,27113,10,253,-0.443593,0,0,0,0,0,0,0,0,0,0
-1,Romney,I don't think there is a necessity to put our military in Syria at this stage.,Governor,REPUBLICAN,2012-10-22.txt,27114,16,254,-0.245366,0,0,0,0,0,0,0,0,0,0
-1,Romney,I don't anticipate that in the future.,Governor,REPUBLICAN,2012-10-22.txt,27115,7,255,-0.459002,0,0,0,0,0,0,0,0,0,0
1,Romney,"As I indicated, our objectives are to replace Assad and to have in place a new government which is friendly to us, a responsible government, if possible.",Governor,REPUBLICAN,2012-10-22.txt,27116,27,256,0,0,0,0,0,0,0,0,0,0,0
-1,Romney,"And I want to make sure they get armed and they have the arms necessary to defend themselves, but also to remove -- to remove Assad.",Governor,REPUBLICAN,2012-10-22.txt,27117,26,257,-0.630621,0,0,0,0,0,0,0,0,0,0
-1,Romney,But I do not want to see a military involvement on the part of our -- of our troops.,Governor,REPUBLICAN,2012-10-22.txt,27118,19,258,-0.409373,0,0,0,0,0,0,0,0,0,0
-1,Romney,And this isn't -- this isn't going to be necessary.,Governor,REPUBLICAN,2012-10-22.txt,27120,10,260,-0.734398,0,0,0,0,0,0,0,0,0,0
1,Romney,"We -- we have, with our partners in the region, we have sufficient resources to support those groups.",Governor,REPUBLICAN,2012-10-22.txt,27121,18,261,0.754117,0,0,0,0,0,0,0,0,0,0
1,Romney,"But look, this has been going on for a year.",Governor,REPUBLICAN,2012-10-22.txt,27122,10,262,0.74486,0,0,0,0,0,0,0,0,0,0
-1,Romney,This is a time -- this should have been a time for American leadership.,Governor,REPUBLICAN,2012-10-22.txt,27123,14,263,0,0,0,0,0,0,0,0,0,0,0
-1,Romney,"We should have taken a leading role, not militarily, but a leading role organizationally, governmentally to bring together the parties; to find responsible parties.",Governor,REPUBLICAN,2012-10-22.txt,27124,24,264,0.315914,0,0,0,0,0,0,0,0,0,0
-1,Romney,"As you hear from intelligence sources even today, the -- the insurgents are highly disparate.",Governor,REPUBLICAN,2012-10-22.txt,27125,15,265,-0.389741,0,0,0,0,0,0,0,0,0,0
-1,Romney,"They haven't formed a unity group, a council of some kind.",Governor,REPUBLICAN,2012-10-22.txt,27127,11,267,0,1,0,0,0,0,1,0,0,0,1
-1,Romney,America can help that happen.,Governor,REPUBLICAN,2012-10-22.txt,27129,5,269,0.50241,0,0,0,0,0,0,0,0,0,0
-1,Romney,And we need to make sure they have the arms they need to carry out the very important role which is getting rid of Assad.,Governor,REPUBLICAN,2012-10-22.txt,27130,25,270,-0.360832,0,0,0,0,0,0,0,0,0,0
-1,Obama,"Well, I'll -- I'll be very quick.",President,DEMOCRAT,2012-10-22.txt,27133,7,273,0.814004,0,0,0,0,0,0,0,0,0,0
-1,Obama,What you just heard Governor Romney said is he doesn't have different ideas.,President,DEMOCRAT,2012-10-22.txt,27134,13,274,0,0,0,0,0,0,0,0,0,0,0
-1,Obama,And that's because we're doing exactly what we should be doing to try to promote a moderate Syrian leadership and a -- an effective transition so that we get Assad out.,President,DEMOCRAT,2012-10-22.txt,27135,31,275,0.750352,0,0,0,0,0,0,0,0,0,0
-1,Obama,That's the kind of leadership we've shown.,President,DEMOCRAT,2012-10-22.txt,27136,7,276,0.555257,0,0,0,0,0,0,0,0,0,0
-1,Obama,That's the kind of leadership we'll continue to show.,President,DEMOCRAT,2012-10-22.txt,27137,9,277,0.677227,0,0,0,0,0,0,0,0,0,0
-1,Obama,"No, I don't, because I think that America has to stand with democracy.",President,DEMOCRAT,2012-10-22.txt,27142,13,282,-0.322033,0,0,0,0,0,0,0,0,0,0
-1,Obama,"The notion that we would have tanks run over those young people who were in Tahrir Square, that is not the kind of American leadership that John F. Kennedy talked about 50 years ago.",President,DEMOCRAT,2012-10-22.txt,27143,34,283,0,0,0,0,0,0,0,0,0,0,0
1,Obama,"But what I've also said is that now that you have a democratically elected government in Egypt, that they have to make sure that they take responsibility for protecting religious minorities.",President,DEMOCRAT,2012-10-22.txt,27144,31,284,0,0,0,0,0,0,0,0,0,0,0
1,Obama,"And we have put significant pressure on them to make sure they're doing that; to recognize the rights of women, which is critical throughout the region.",President,DEMOCRAT,2012-10-22.txt,27145,26,285,0.297651,0,0,0,0,0,0,0,0,0,0
-1,Obama,These countries can't develop if young women are not given the kind of education that they need.,President,DEMOCRAT,2012-10-22.txt,27146,17,286,-0.472184,0,0,0,0,0,0,0,0,0,0
-1,Obama,They have to abide by their treaty with Israel.,President,DEMOCRAT,2012-10-22.txt,27147,9,287,0,0,0,0,0,0,0,0,0,0,0
-1,Obama,"That is a red line for us, because not only is Israel's security at stake, but our security is at stake if that unravels.",President,DEMOCRAT,2012-10-22.txt,27148,24,288,-0.499382,0,0,0,0,0,0,0,0,0,0
-1,Obama,They have to make sure that they're cooperating with us when it comes to counterterrorism.,President,DEMOCRAT,2012-10-22.txt,27149,15,289,-0.294289,0,0,0,0,0,0,0,0,0,0
-1,Obama,"And we will help them with respect to developing their own economy, because ultimately what's going to make the Egyptian revolution successful for the people of Egypt, but also for the world, is if those young people who gathered there are seeing opportunities.",President,DEMOCRAT,2012-10-22.txt,27150,43,290,0.746299,0,0,0,0,0,0,0,0,0,0
-1,Obama,Their aspirations are similar to young people's here.,President,DEMOCRAT,2012-10-22.txt,27151,8,291,0,0,0,0,0,0,0,0,0,0,0
-1,Obama,"They want jobs, they want to be able to make sure their kids are going to a good school.",President,DEMOCRAT,2012-10-22.txt,27152,19,292,-0.303339,0,0,0,0,0,0,0,0,0,0
-1,Obama,They want to make sure that they have a roof over their heads and that they have the prospects of a better life in the future.,President,DEMOCRAT,2012-10-22.txt,27153,26,293,0.343892,0,0,0,0,0,0,0,0,0,0
1,Obama,"And so one of the things that we've been doing is, is, for example, organizing entrepreneurship conferences with these Egyptians to give them a sense of how they can start rebuilding their economy in a way that's noncorrupt, that's transparent.",President,DEMOCRAT,2012-10-22.txt,27154,40,294,0.675613,0,0,0,0,0,0,0,0,0,0
-1,Obama,"But what is also important for us to understand is, is that for America to be successful in this region there's some things that we're going to have to do here at home as well.",President,DEMOCRAT,2012-10-22.txt,27155,35,295,0.885771,0,0,0,0,0,0,0,0,0,0
0,Obama,"You know, one of the challenges over the last decade is we've done experiments in nation building in places like Iraq and Afghanistan and we've neglected, for example, developing our own economy, our own energy sectors, our own education system.",President,DEMOCRAT,2012-10-22.txt,27156,40,296,-0.588078,0,0,0,0,0,0,0,0,0,0
-1,Obama,And it's very hard for us to project leadership around the world when we're not doing what we need to do...,President,DEMOCRAT,2012-10-22.txt,27157,21,297,-0.729937,0,0,0,0,0,0,0,0,0,0
0,Romney,"I believe, as the president indicated, and said at the time that I supported his -- his action there.",Governor,REPUBLICAN,2012-10-22.txt,27160,19,300,0,0,0,0,0,0,0,0,0,0,0
-1,Romney,"I wish that, looking back at the beginning of the president's term and even further back than that, that we'd have recognized that there was a growing energy and passion for freedom in that part of the world, and that we would have worked more aggressively with our friend and with other friends in the region to have them make the transition towards a more representative form of government, such that it didn't explode in the way that it did.",Governor,REPUBLICAN,2012-10-22.txt,27162,80,302,-0.262376,0,0,0,0,0,0,0,0,0,0
-1,Romney,"But once it exploded, I felt the same as the president did, which is these freedom voices and the streets of Egypt, where the people who were speaking of our principles and the President Mubarak had done things which were unimaginable and the idea of him crushing his people was not something that we could possibly support.",Governor,REPUBLICAN,2012-10-22.txt,27163,57,303,-0.445685,0,0,0,0,0,0,0,0,0,0
-1,Romney,"Let me step back and talk about what I think our mission has to be in the Middle East and even more broadly, because our purpose is to make sure the world is more -- is peaceful.",Governor,REPUBLICAN,2012-10-22.txt,27164,37,304,0.827397,0,0,0,0,0,0,0,0,0,0
-1,Romney,We want a peaceful planet.,Governor,REPUBLICAN,2012-10-22.txt,27165,5,305,0.393377,0,0,0,0,0,0,0,0,0,0
-1,Romney,"We want people to be able to enjoy their lives and know they're going to have a bright and prosperous future, not be at war.",Governor,REPUBLICAN,2012-10-22.txt,27166,25,306,0.631199,0,0,0,0,0,0,0,0,0,0
-1,Romney,And the mantle of leadership for the -- promoting the principles of peace has fallen to America.,Governor,REPUBLICAN,2012-10-22.txt,27168,17,308,0.308471,0,0,0,0,0,0,0,0,0,0
-1,Romney,We didn't ask for it.,Governor,REPUBLICAN,2012-10-22.txt,27169,5,309,-0.30464,0,0,0,0,0,0,0,0,0,0
-1,Romney,But it's an honor that we have it.,Governor,REPUBLICAN,2012-10-22.txt,27170,8,310,0.60969,0,0,0,0,0,0,0,0,0,0
-1,Romney,But for us to be able to promote those principles of peace requires us to be strong.,Governor,REPUBLICAN,2012-10-22.txt,27171,17,311,0.700791,0,0,0,0,0,0,0,0,0,0
-1,Romney,And that begins with a strong economy here at home.,Governor,REPUBLICAN,2012-10-22.txt,27172,10,312,0.38201,0,0,0,0,0,0,0,0,0,0
-1,Romney,"Unfortunately, the economy is not stronger.",Governor,REPUBLICAN,2012-10-22.txt,27173,6,313,-0.8736,0,0,0,0,0,0,0,0,0,0
1,Romney,Former chief of the -- Joint Chiefs of Staff said that -- Admiral Mullen said that our debt is the biggest national security threat we face.,Governor,REPUBLICAN,2012-10-22.txt,27175,26,315,-0.751747,1,0,0,0,1,0,0,0,0,1
1,Romney,This -- we have weakened our economy.,Governor,REPUBLICAN,2012-10-22.txt,27176,7,316,-0.745392,0,0,0,0,0,0,0,0,0,0
-1,Romney,We need a strong economy.,Governor,REPUBLICAN,2012-10-22.txt,27177,5,317,0,0,0,0,0,0,0,0,0,0,0
-1,Romney,We need to have as well a strong military.,Governor,REPUBLICAN,2012-10-22.txt,27178,9,318,0.264543,0,0,0,0,0,0,0,0,0,0
1,Romney,Our military is second to none in the world.,Governor,REPUBLICAN,2012-10-22.txt,27179,9,319,-0.528467,0,0,0,0,0,0,0,0,0,0
-1,Romney,"We're blessed with terrific soldiers, and extraordinary technology and intelligence.",Governor,REPUBLICAN,2012-10-22.txt,27180,10,320,0.906479,0,0,0,0,0,0,0,0,0,0
1,Romney,But the idea of a trillion dollar in cuts through sequestration and budget cuts to the military would change that.,Governor,REPUBLICAN,2012-10-22.txt,27181,20,321,-0.774912,0,0,0,0,0,0,0,0,0,0
-1,Romney,We need to have strong allies.,Governor,REPUBLICAN,2012-10-22.txt,27182,6,322,0,0,0,0,0,0,0,0,0,0,0
-1,Romney,Our association and connection with our allies is essential to America's strength.,Governor,REPUBLICAN,2012-10-22.txt,27183,12,323,0.842522,0,0,0,0,0,0,0,0,0,0
1,Romney,"We're the great nation that has allies, 42 allies and friends around the world.",Governor,REPUBLICAN,2012-10-22.txt,27184,14,324,0.768167,1,0,1,0,0,0,0,0,0,1
-1,Romney,"And if we're strong in each of those things, American influence will grow.",Governor,REPUBLICAN,2012-10-22.txt,27186,13,326,0.596002,0,0,0,0,0,0,0,0,0,0
-1,Romney,"But unfortunately, in nowhere in the world is America's influence will grow.",Governor,REPUBLICAN,2012-10-22.txt,27187,12,327,-0.751178,0,0,0,0,0,0,0,0,0,0
1,Romney,"But unfortunately, in -- nowhere in the world is America's influence greater today than it was four years ago.",Governor,REPUBLICAN,2012-10-22.txt,27188,19,328,-0.724748,0,0,0,0,0,0,0,0,0,0
-1,Romney,And that's because we've become weaker in each of those four...,Governor,REPUBLICAN,2012-10-22.txt,27190,11,330,-0.394241,0,0,0,0,0,0,0,0,0,0
-1,Romney,"Well I -- I absolutely believe that America has a -- a responsibility, and the privilege of helping defend freedom and promote the principles that -- that make the world more peaceful.",Governor,REPUBLICAN,2012-10-22.txt,27195,32,335,0.974649,0,0,0,0,0,0,0,0,0,0
1,Romney,"And those principles include human rights, human dignity, free enterprise, freedom of expression, elections.",Governor,REPUBLICAN,2012-10-22.txt,27196,14,336,0.34337,0,0,0,0,0,0,0,0,0,0
-1,Romney,"Because when there are elections, people tend to vote for peace.",Governor,REPUBLICAN,2012-10-22.txt,27197,11,337,0,0,0,0,0,0,0,0,0,0,0
-1,Romney,They don't vote for war.,Governor,REPUBLICAN,2012-10-22.txt,27198,5,338,-0.365074,0,0,0,0,0,0,0,0,0,0
-1,Romney,So we want to promote those principles around the world.,Governor,REPUBLICAN,2012-10-22.txt,27199,10,339,0.240572,0,0,0,0,0,0,0,0,0,0
-1,Romney,We recognize that there are places of conflict in the world.,Governor,REPUBLICAN,2012-10-22.txt,27200,11,340,-0.399074,0,0,0,0,0,0,0,0,0,0
-1,Romney,We want to end those conflicts to the extent humanly possible.,Governor,REPUBLICAN,2012-10-22.txt,27201,11,341,-0.660575,0,0,0,0,0,0,0,0,0,0
-1,Romney,"But in order to be able to fulfill our role in the world, America must be strong.",Governor,REPUBLICAN,2012-10-22.txt,27202,17,342,0.635845,0,0,0,0,0,0,0,0,0,0
-1,Romney,"And for that to happen, we have to strengthen our economy here at home.",Governor,REPUBLICAN,2012-10-22.txt,27204,14,344,-0.452941,0,0,0,0,0,0,0,0,0,0
-1,Romney,You can't have 23 million people struggling to get a job.,Governor,REPUBLICAN,2012-10-22.txt,27205,11,345,-0.615813,0,0,0,0,0,0,0,0,0,0
-1,Romney,You can't have an economy that over the last three years keeps slowing down its growth rate.,Governor,REPUBLICAN,2012-10-22.txt,27206,17,346,-0.702548,0,0,0,0,0,0,0,0,0,0
1,Romney,"You can't have kids coming out of college, half of them can't find a job today, or a job that's commensurate with their college degree.",Governor,REPUBLICAN,2012-10-22.txt,27207,25,347,-0.70878,0,0,0,0,0,0,0,0,0,0
-1,Romney,We have to get our economy going.,Governor,REPUBLICAN,2012-10-22.txt,27208,7,348,-0.309935,0,0,0,0,0,0,0,0,0,0
-1,Romney,"And our military, we've got to strengthen our military long-term.",Governor,REPUBLICAN,2012-10-22.txt,27209,10,349,0.380793,0,0,0,0,0,0,0,0,0,0
-1,Romney,We don't know what the world is going to throw at us down the road.,Governor,REPUBLICAN,2012-10-22.txt,27210,15,350,-0.60793,0,0,0,0,0,0,0,0,0,0
-1,Romney,We -- we make decisions today in the military that -- that will confront challenges we can't imagine.,Governor,REPUBLICAN,2012-10-22.txt,27211,18,351,-0.54351,0,0,0,0,0,0,0,0,0,0
1,Romney,"In the 2000 debates, there was no mention of terrorism, for instance.",Governor,REPUBLICAN,2012-10-22.txt,27212,12,352,-0.706506,1,0,0,1,0,0,0,0,1,2
1,Romney,"And a year later, 9/11 happened.",Governor,REPUBLICAN,2012-10-22.txt,27213,6,353,-0.214412,0,0,0,0,0,0,0,0,0,0
-1,Romney,"So, we have to make decisions based upon uncertainty, and that means a strong military.",Governor,REPUBLICAN,2012-10-22.txt,27214,15,354,0.361682,0,0,0,0,0,0,0,0,0,0
-1,Romney,I will not cut our military budget.,Governor,REPUBLICAN,2012-10-22.txt,27215,7,355,-0.598742,0,0,0,0,0,0,0,0,0,0
-1,Romney,We have to also stand by our allies.,Governor,REPUBLICAN,2012-10-22.txt,27216,8,356,0,0,0,0,0,0,0,0,0,0,0
-1,Romney,I -- I think the tension that existed between Israel and the United States was very unfortunate.,Governor,REPUBLICAN,2012-10-22.txt,27217,17,357,-0.565407,0,0,0,0,0,0,0,0,0,0
-1,Romney,"I think also that pulling our missile defense program out of Poland in the way we did was also unfortunate in terms of, if you will, disrupting the relationship in some ways that existed between us.",Governor,REPUBLICAN,2012-10-22.txt,27218,36,358,-0.414608,0,0,0,0,0,0,0,0,0,0
0,Romney,"And then, of course, with regards to standing for our principles, when -- when the students took to the streets in Tehran and the people there protested, the Green Revolution occurred, for the president to be silent I thought was an enormous mistake.",Governor,REPUBLICAN,2012-10-22.txt,27219,43,359,-0.552182,1,0,1,0,1,0,0,1,0,3
-1,Romney,"We have to stand for our principles, stand for our allies, stand for a strong military and stand for a stronger economy.",Governor,REPUBLICAN,2012-10-22.txt,27220,22,360,0.837538,0,0,0,0,0,0,0,0,0,0
-1,Obama,America remains the one indispensable nation.,President,DEMOCRAT,2012-10-22.txt,27222,6,362,0.867459,0,0,0,0,0,0,0,0,0,0
-1,Obama,"And the world needs a strong America, and it is stronger now than when I came into office.",President,DEMOCRAT,2012-10-22.txt,27223,18,363,0.442876,0,0,0,0,0,0,0,0,0,0
-1,Obama,"Because we ended the war in Iraq, we were able to refocus our attention on not only the terrorist threat, but also beginning a transition process in Afghanistan.",President,DEMOCRAT,2012-10-22.txt,27224,28,364,0,0,0,0,0,0,0,0,0,0,0
-1,Obama,It also allowed us to refocus on alliances and relationships that had been neglected for a decade.,President,DEMOCRAT,2012-10-22.txt,27225,17,365,-0.291107,0,0,0,0,0,0,0,0,0,0
1,Obama,"And Governor Romney, our alliances have never been stronger, in Asia, in Europe, in Africa, with Israel, where we have unprecedented military and intelligence cooperation, including dealing with the Iranian threat.",President,DEMOCRAT,2012-10-22.txt,27226,31,366,-0.729238,0,0,0,0,0,0,0,0,0,0
1,Obama,"But what we also have been able to do is position ourselves so we can start rebuilding America, and that's what my plan does.",President,DEMOCRAT,2012-10-22.txt,27227,24,367,0.688797,0,0,0,0,0,0,0,0,0,0
1,Obama,"Making sure that we're bringing manufacturing back to our shores so that we're creating jobs here, as we've done with the auto industry, not rewarding companies that are shipping jobs overseas.",President,DEMOCRAT,2012-10-22.txt,27228,31,368,0.524295,0,0,0,0,0,0,0,0,0,0
-1,Obama,"Making sure that we've got the best education system in the world, including retraining our workers for the jobs of tomorrow.",President,DEMOCRAT,2012-10-22.txt,27229,21,369,0.429043,0,0,0,0,0,0,0,0,0,0
-1,Obama,Doing everything we can to control our own energy.,President,DEMOCRAT,2012-10-22.txt,27230,9,370,0.351131,0,0,0,0,0,0,0,0,0,0
1,Obama,We've cut our oil imports to the lowest level in two decades because we've developed oil and natural gas.,President,DEMOCRAT,2012-10-22.txt,27231,19,371,0,0,0,0,0,0,0,0,0,0,0
-1,Obama,But we also have to develop clean energy technologies that will allow us to cut our exports in half by 2020.,President,DEMOCRAT,2012-10-22.txt,27232,21,372,0.245457,0,0,0,0,0,0,0,0,0,0
-1,Obama,That's the kind of leadership that we need to show.,President,DEMOCRAT,2012-10-22.txt,27233,10,373,0.585508,0,0,0,0,0,0,0,0,0,0
-1,Obama,And we've got to make sure that we reduce our deficit.,President,DEMOCRAT,2012-10-22.txt,27234,11,374,-0.397551,0,0,0,0,0,0,0,0,0,0
-1,Obama,"Unfortunately, Governor Romney's plan doesn't do it.",President,DEMOCRAT,2012-10-22.txt,27235,7,375,-0.850069,0,0,0,0,0,0,0,0,0,0
-1,Obama,"We've got to do it in a responsible way by cutting out spending we don't need, but also asking the wealthiest to pay a little bit more.",President,DEMOCRAT,2012-10-22.txt,27236,27,376,-0.509603,0,0,0,0,0,0,0,0,0,0
-1,Obama,That way we can invest in the research and technology that's always kept us at the cutting edge.,President,DEMOCRAT,2012-10-22.txt,27237,18,377,0.495401,0,0,0,0,0,0,0,0,0,0
0,Obama,"Now, Governor Romney has taken a different approach throughout this campaign.",President,DEMOCRAT,2012-10-22.txt,27238,11,378,0.288674,0,0,0,0,0,0,0,0,0,0
-1,Obama,"Both at home and abroad, he has proposed wrong and reckless policies.",President,DEMOCRAT,2012-10-22.txt,27239,12,379,-0.268121,0,0,0,0,0,0,0,0,0,0
0,Obama,He's praised George Bush as a good economic steward and Dick Cheney as somebody who's -- who shows great wisdom and judgment.,President,DEMOCRAT,2012-10-22.txt,27240,22,380,0.451113,0,0,0,0,0,0,0,0,0,0
-1,Obama,And taking us back to those kinds of strategies that got us into this mess are not the way that we are going to maintain leadership in the 21st century.,President,DEMOCRAT,2012-10-22.txt,27241,30,381,-0.520223,0,0,0,0,0,0,0,0,0,0
-1,Romney,I've got a policy for the future and agenda for the future.,Governor,REPUBLICAN,2012-10-22.txt,27243,12,383,0.293396,0,0,0,0,0,0,0,0,0,0
-1,Romney,"And when it comes to our economy here at home, I know what it takes to create 12 million new jobs and rising take-home pay.",Governor,REPUBLICAN,2012-10-22.txt,27244,25,384,-0.267397,0,0,0,0,0,0,0,0,0,0
-1,Romney,And what we've seen over the last four years is something I don't want to see over the next four years.,Governor,REPUBLICAN,2012-10-22.txt,27245,21,385,-0.459786,0,0,0,0,0,0,0,0,0,0
1,Romney,The president said by now we'd be a 5.4 percent unemployment.,Governor,REPUBLICAN,2012-10-22.txt,27246,11,386,-0.452965,0,0,0,0,0,1,1,0,0,2
1,Romney,We're 9 million jobs short of that.,Governor,REPUBLICAN,2012-10-22.txt,27247,7,387,-0.456229,0,0,0,0,0,0,1,0,0,1
-1,Romney,"I will get America working again and see rising take-home pay again, and I'll do it with five simple steps.",Governor,REPUBLICAN,2012-10-22.txt,27248,20,388,0,0,0,0,0,0,0,0,0,0,0
-1,Romney,"Number one, we are going to have North American energy independence.",Governor,REPUBLICAN,2012-10-22.txt,27249,11,389,0,0,0,0,0,0,0,0,0,0,0
-1,Romney,"We're going to do it by taking full advantage of oil, coal, gas, nuclear and our renewables.",Governor,REPUBLICAN,2012-10-22.txt,27250,17,390,0.591249,0,0,0,0,0,0,0,0,0,0
-1,Romney,"Number two, we're going to increase our trade.",Governor,REPUBLICAN,2012-10-22.txt,27251,8,391,0,0,0,0,0,0,0,0,0,0,0
1,Romney,Trade grows about 12 percent year.,Governor,REPUBLICAN,2012-10-22.txt,27252,6,392,0,0,0,0,0,0,0,0,0,0,0
1,Romney,It doubles about every -- every five or so years.,Governor,REPUBLICAN,2012-10-22.txt,27253,10,393,0,0,0,0,0,0,0,0,0,0,0
-1,Romney,"We can do better than that, particularly in Latin America.",Governor,REPUBLICAN,2012-10-22.txt,27254,10,394,0.407109,0,0,0,0,0,0,0,0,0,0
-1,Romney,The opportunities for us in Latin America we have just not taken advantage of fully.,Governor,REPUBLICAN,2012-10-22.txt,27255,15,395,0,0,0,0,0,0,0,0,0,0,0
1,Romney,"As a matter of fact, Latin America's economy is almost as big as the economy of China.",Governor,REPUBLICAN,2012-10-22.txt,27256,17,396,-0.226701,0,0,0,0,0,0,0,0,0,0
-1,Romney,We're all focused on China.,Governor,REPUBLICAN,2012-10-22.txt,27257,5,397,0.397371,0,0,0,0,0,0,0,0,0,0
-1,Romney,"Latin America is a huge opportunity for us -- time zone, language opportunities.",Governor,REPUBLICAN,2012-10-22.txt,27258,13,398,0.452625,0,0,0,0,0,0,0,0,0,0
-1,Romney,"Number three, we're going to have to have training programs that work for our workers and schools that finally put the parents and the teachers and the kids first, and the teachers' unions going to have to go behind.",Governor,REPUBLICAN,2012-10-22.txt,27259,39,399,-0.239051,0,0,0,0,0,0,0,0,0,0
-1,Romney,And then we're going to have to get to a balanced budget.,Governor,REPUBLICAN,2012-10-22.txt,27260,12,400,0.607432,0,0,0,0,0,0,0,0,0,0
-1,Romney,We can't expect entrepreneurs and businesses large and small to take their life savings or their company's money and invest in America if they think we're headed to the road to Greece.,Governor,REPUBLICAN,2012-10-22.txt,27261,32,401,0.436421,0,0,0,0,0,0,0,0,0,0
-1,Romney,And that's where we're going right now unless we finally get off this spending and borrowing binge.,Governor,REPUBLICAN,2012-10-22.txt,27262,17,402,-0.514431,0,0,0,0,0,0,0,0,0,0
-1,Romney,And I'll get us on track to a balanced budget.,Governor,REPUBLICAN,2012-10-22.txt,27263,10,403,0.406078,0,0,0,0,0,0,0,0,0,0
-1,Romney,"And finally, number five, we've got to champion small business.",Governor,REPUBLICAN,2012-10-22.txt,27264,10,404,0.367087,0,0,0,0,0,0,0,0,0,0
0,Romney,Small business is where jobs come from.,Governor,REPUBLICAN,2012-10-22.txt,27265,7,405,0,0,0,0,0,0,0,0,0,0,0
1,Romney,Two-thirds of our jobs come from small businesses.,Governor,REPUBLICAN,2012-10-22.txt,27266,8,406,0,0,0,0,0,0,0,0,0,0,0
1,Romney,New business formation is down to the lowest level in 30 years under this administration.,Governor,REPUBLICAN,2012-10-22.txt,27267,15,407,-0.676518,0,0,0,0,0,0,0,0,0,0
-1,Romney,I want to bring it back and get back good jobs and rising take-home pay.,Governor,REPUBLICAN,2012-10-22.txt,27268,15,408,0,0,0,0,0,0,0,0,0,0,0
-1,Obama,"Well, let's talk about what we need to compete.",President,DEMOCRAT,2012-10-22.txt,27269,9,409,0.580694,0,0,0,0,0,0,0,0,0,0
0,Obama,"First of all, Governor Romney talks about small businesses.",President,DEMOCRAT,2012-10-22.txt,27270,9,410,0,0,0,0,0,0,0,0,0,0,0
1,Obama,"But, Governor, when you were in Massachusetts, small businesses development ranked about 48th, I think out of 50 states in Massachusetts, because the policies that you are promoting actually don't help small businesses.",President,DEMOCRAT,2012-10-22.txt,27271,33,411,0,1,0,0,0,0,1,0,0,0,1
0,Obama,And the way you define small businesses includes folks at the very top.,President,DEMOCRAT,2012-10-22.txt,27272,13,412,0.575213,0,0,0,0,0,0,0,0,0,0
-1,Obama,And they include you and me.,President,DEMOCRAT,2012-10-22.txt,27273,6,413,0,0,0,0,0,0,0,0,0,0,0
-1,Obama,That's not the kind of small business promotion we need.,President,DEMOCRAT,2012-10-22.txt,27274,10,414,0,0,0,0,0,0,0,0,0,0,0
-1,Obama,But let's take an example that we know is going to make a difference in the 21st century and that's our education policy.,President,DEMOCRAT,2012-10-22.txt,27275,23,415,0.67079,0,0,0,0,0,0,0,0,0,0
0,Obama,We didn't have a lot of chance to talk about this in the last debate.,President,DEMOCRAT,2012-10-22.txt,27276,15,416,-0.506543,0,0,0,0,0,0,0,0,0,0
1,Obama,"You know, under my leadership, what we've done is reformed education, working with governors, 46 states.",President,DEMOCRAT,2012-10-22.txt,27277,16,417,-0.311716,0,0,0,0,0,0,0,0,0,0
-1,Obama,We've seen progress and gains in schools that were having a terrible time.,President,DEMOCRAT,2012-10-22.txt,27278,13,418,0,0,0,0,0,0,0,0,0,0,0
-1,Obama,And they're starting to finally make progress.,President,DEMOCRAT,2012-10-22.txt,27279,7,419,0.707055,0,0,0,0,0,0,0,0,0,0
-1,Obama,"And what I now want to do is to hire more teachers, especially in math and science, because we know that we've fallen behind when it comes to math and science.",President,DEMOCRAT,2012-10-22.txt,27280,31,420,-0.571122,0,0,0,0,0,0,0,0,0,0
-1,Obama,And those teachers can make a difference.,President,DEMOCRAT,2012-10-22.txt,27281,7,421,0.203528,0,0,0,0,0,0,0,0,0,0
1,Obama,"Now, Governor Romney, when you were asked by teachers whether or not this would help the economy grow, you said this isn't going to help the economy grow.",President,DEMOCRAT,2012-10-22.txt,27282,28,422,-0.529508,0,0,0,0,0,0,0,0,0,0
